record_key,date,date_precision,calendar,kind,direction,sender,recipient,place,language,language_detail,period,edition_of_record,tboo_volume,tboo_page_first,tboo_page_last,witness_class,witness_lines,translation_grade,collated,hven_kassel,concerns_press,abstract,tekstnet_url,letter_page
brahe-t_15980331002,1598-03-31,day,os,letter,from,Tycho Brahe,Andreas Meier,Wandsbek,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,134,136,original,1,A,yes,no,no,"Formally acknowledges requesting a 100-thaler advance from the Mecklenburg treasury, to be deducted from the 600 thalers owed to Tycho when the revenue falls due.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980331002/,letters/brahe-t_15980331002.html
brahe-t_15980400001,1598-04-00,month,os,letter,to,Georg Rollenhagen,Tycho Brahe,Magdeburg,Latin,"Latin, with a German interpolation",exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,49,52,copies-only,1,A,yes,no,yes,"Describes how a kinsman at the Imperial court shared Ursus's attacking pamphlet, which was briefly lost through a friend's carelessness before being recovered.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980400001/,letters/brahe-t_15980400001.html
brahe-t_15980401001,1598-04-01,day,os,letter,from,Tycho Brahe,Johannes Kepler,Wandsbek,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,44,48,unmarked-only,1,A,yes,no,yes,"Acknowledges Kepler's letter and praises the *Prodromus Dissertationum Cosmographicarum*, admiring its wit and the ingenious speculation binding planetary distances to the regular solids.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980401001/,letters/brahe-t_15980401001.html
brahe-t_15980410001,1598-04-10,day,os,letter,from,Tycho Brahe,Anders Sørensen Vedel,Wandsbek,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,48,50,copies-only,1,A,yes,no,yes,Presses Vedel to respond about provisions to be procured for Tycho's use and to enlist friends and kinsmen in securing them.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980410001/,letters/brahe-t_15980410001.html
brahe-t_15980421001,1598-04-21,day,unmarked,letter,from,Tycho Brahe,Michael Mästlin,Wandsbek,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,51,55,unmarked-only,1,A,yes,no,yes,"Recalls a ten-year-old promise by Maestlin to read and comment on Tycho's 1577 comet book, and reproaches him for never writing.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980421001/,letters/brahe-t_15980421001.html
brahe-t_15980508001,1598-05-08,day,os,letter,from,Tycho Brahe,Holger Rosenkrantz,Wandsbek,Latin,Latin,exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,58,68,copies-only,1,A,yes,no,no,"Relays news of Erik Sparre's promises at Rostock, reports uncertainty about the Kolding assembly, and comments on Rantzau's role.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980508001/,letters/brahe-t_15980508001.html
brahe-t_15980524001,1598-05-24,day,os,letter,to,Daniel Cramer,Tycho Brahe,Stettin,Latin,Latin / Greek,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,68,69,copies-only,1,A,yes,no,yes,"Sends a promised Propempticon poem for Tycho's Urania, confirms dispatch of the testimony on the Liddelian plagiarism, and announces his doctoral promotion at Wittenberg.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980524001/,letters/brahe-t_15980524001.html
brahe-t_15980528001,1598-05-28,day,os,letter,from,Tycho Brahe,Christoffer Valkendorf,Wandsbek,Danish,Danish,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,138,139,original,1,A,yes,no,no,Thanks Valkendorf for the support he gives Tycho's bailiff on Hven in managing disobedient peasants and settling their claims.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980528001/,letters/brahe-t_15980528001.html
brahe-t_15980530001,1598-05-30,day,ns,letter,to,Thaddaeus Hagecius,Tycho Brahe,Prague,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,67,68,copies-only,1,A,yes,no,yes,"Urges Tycho to come to Prague without delay, reporting that Vice-Chancellor Coraduz has commended him favourably to the Emperor.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980530001/,letters/brahe-t_15980530001.html
brahe-t_15980607001,1598-06-07,day,unmarked,letter,from,Tycho Brahe,Jacob Grynaeus,Wandsbek,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,68,71,unmarked-only,1,A,yes,no,no,Thanks Grynaeus for his sympathetic letter regarding the envy and malevolence of certain men that drove Tycho from Denmark.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980607001/,letters/brahe-t_15980607001.html
brahe-t_15980618001,1598-06-18,day,os,letter,to,Georg Rollenhagen,Tycho Brahe,Magdeburg,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,70,73,copies-only,1,A,yes,no,yes,"Shares his kinsman's intelligence about Ursus and the Emperor's expectation of Tycho, and reports speaking with the Lord of Brunswick on Tycho's behalf.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980618001/,letters/brahe-t_15980618001.html
brahe-t_15980623001,1598-06-23,day,unmarked,letter,from,Tycho Brahe,Holger Rosenkrantz,Wandsbek,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,73,76,copies-only,1,A,yes,no,no,Reports two printing errors in the Mechanica — a missing 'I' before 'Curtio' and 'GENEROSE' printed for 'INGENIOSE' — and asks Rosenkrantz to correct them.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980623001/,letters/brahe-t_15980623001.html
brahe-t_15980625001,1598-06-25,day,ns,letter,third,"Ernst of Bavaria, Archbishop-Elector of Cologne",Henrik Rantzau,Liège,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,139,140,copies-only,1,A,yes,no,yes,"Expresses keen pleasure at Brahe's work samples and Rantzau's recommendation, and promises to continue cherishing Brahe as worthy of Denmark and Germany.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980625001/,letters/brahe-t_15980625001.html
brahe-t_15980625002,1598-06-25,day,ns,letter,to,"Ernst of Bavaria, Archbishop-Elector of Cologne",Tycho Brahe,Liège,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,139,140,copies-only,1,A,yes,no,no,"Acknowledges Tycho's gift of books and the report of his affairs brought by the bearer, and pledges continued commendation to the Emperor.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980625002/,letters/brahe-t_15980625002.html
brahe-t_15980626001,1598-06-26,day,ns,letter,third,"Ernst of Bavaria, Archbishop-Elector of Cologne","Rudolf II, Holy Roman Emperor",Liège,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,140,141,copies-only,1,A,yes,no,no,"Commends to the Emperor Tycho Brahe's resolve to leave Denmark and settle in Germany under imperial protection, praising his learning and renown.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980626001/,letters/brahe-t_15980626001.html
brahe-t_15980626002,1598-06-26,day,ns,letter,third,"Ernst of Bavaria, Archbishop-Elector of Cologne",Johann Anton Barvitius,Liège,German,German / Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,140,142,copies-only,1,A,yes,no,no,"Asks the imperial secretary to ensure Tycho receives a prompt decision on his petition, calling him the sole restorer of astronomy.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980626002/,letters/brahe-t_15980626002.html
brahe-t_15980627001,1598-06-27,day,os,letter,to,Niels Hemmingsen,Tycho Brahe,Roskilde,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,76,77,unmarked-only,1,A,yes,no,no,"Responds to Tycho's letter, returns greetings to Monau and the Bucretius brothers, and addresses the request for copies of Melanchthon letters.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980627001/,letters/brahe-t_15980627001.html
brahe-t_15980628001,1598-06-28,day,os,letter,from,Tycho Brahe,Holger Rosenkrantz,Wandsbek,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,76,79,copies-only,1,A,yes,no,no,"Forwards copies of letters from a Magdeburg friend reporting the Emperor's disposition toward Tycho, and notes he must reply to Eske Bille.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980628001/,letters/brahe-t_15980628001.html
brahe-t_15980706001,1598-07-06,day,unmarked,letter,to,Frans Tengnagel,Tycho Brahe,Amsterdam,Latin,Latin / German,exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,79,83,copies-only,1,A,yes,no,no,"Reports in detail his embassy to Elector Ernst of Cologne at Aachen and Liège, delivering Tycho's letters and receiving the Elector's warm patronage promises.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980706001/,letters/brahe-t_15980706001.html
brahe-t_15980709001,1598-07-09,day,unmarked,letter,to,Joseph Justus Scaliger,Tycho Brahe,Leiden,Latin,Latin / Greek,exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,82,87,copies-only,2,A,yes,no,yes,"Expresses relief at finally learning Tycho's whereabouts after his departure from Denmark, and writes now that his location at Wandsbek is known.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980709001/,letters/brahe-t_15980709001.html
brahe-t_15980710001,1598-07-10,day,unmarked,letter,third,Johan Stygge,Hans Aalborg,Hamburg,Latin,Latin / Danish,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,141,145,copies-only,1,A,yes,no,no,"Reports conversations about the causes of Tycho's departure from Denmark, defending the fatherland against those who condemn it for losing him.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980710001/,letters/brahe-t_15980710001.html
brahe-t_15980810001,1598-08-10,day,os,letter,from,Tycho Brahe,Holger Rosenkrantz,Wandsbek,Latin,Latin / Danish,exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,87,92,copies-only,1,A,yes,no,no,"Reports receiving Holger's delayed letter, notes the Brandenburg electoral letters were not presented to the King, and alludes to collusion between the two Chancellors.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980810001/,letters/brahe-t_15980810001.html
brahe-t_15980816001,1598-08-16,day,os,letter,third,"Ulrich III, Duke of Mecklenburg","Rudolf II, Holy Roman Emperor",Güstrow,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,144,146,copies-only,1,A,yes,no,no,"Reports that Tycho left Denmark voluntarily when his astronomical work could no longer be valued, and that Ulrich interceded with the Danish king on his behalf.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980816001/,letters/brahe-t_15980816001.html
brahe-t_15980820001,1598-08-20,day,os,letter,from,Tycho Brahe,Niels Krag,Wandsbek,Latin,Latin,exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,91,100,copies-only,1,A,yes,no,no,"Reports Mule's return without the money owed; Eske failed to obtain two thousand joachims at Flensburg, and Accius defers payment citing his dead brother's debts.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980820001/,letters/brahe-t_15980820001.html
brahe-t_15980823001,1598-08-23,day,os,letter,from,Tycho Brahe,Joseph Justus Scaliger,Wandsbek,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,99,109,copies-only,3,A,yes,no,yes,"Thanks Scaliger for his concern about affairs, for discussions of chronology and stellar reckoning, and for courteously receiving Tengnagel; declines to detail the reasons for his departure.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980823001/,letters/brahe-t_15980823001.html
brahe-t_15980905001,1598-09-05,day,unmarked,letter,from,Tycho Brahe,Holger Rosenkrantz,Wandsbek,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,108,110,copies-only,1,A,yes,no,no,"Urges Holger to reply to earlier letters without further delay and to dispatch the promised wagon from Aarhus to Lübeck, which is holding up the journey.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980905001/,letters/brahe-t_15980905001.html
brahe-t_15980909001,1598-09-09,day,unmarked,letter,from,Tycho Brahe,Holger Rosenkrantz,Wandsbek,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,109,113,copies-only,1,A,yes,no,no,"Clarifies that the promised wagon has not arrived in Lübeck, contradicting Holger's assumption, and repeats the request to send it without further delay.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980909001/,letters/brahe-t_15980909001.html
brahe-t_15980910001,1598-09-10,day,os,letter,to,Christen Sørensen Longomontanus,Tycho Brahe,,German,German + Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,145,147,unmarked-only,1,A,yes,no,no,Reports Winsheim's inquiry with Böckel about the late Pieremann's books: Böckel had sold them wholesale to Holger Rosenkrantz for 150 thalers and handed them over to Claus Mule.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980910001/,letters/brahe-t_15980910001.html
brahe-t_15980914001,1598-09-14,day,os,letter,from,Tycho Brahe,Holger Rosenkrantz,Hamburg,Latin,Latin / Danish,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,112,114,copies-only,1,A,yes,no,no,"Writes again through Frans Rantzau to press Holger once more about the promised wagon, which has still not arrived in Lübeck despite repeated requests.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980914001/,letters/brahe-t_15980914001.html
brahe-t_15980914002,1598-09-14,day,os,letter,from,Tycho Brahe,"Ulrich III, Duke of Mecklenburg",Wandsbek,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,146,148,original,1,A,yes,no,no,"Thanks Duke Ulrich for his gracious reply and for sending a letter of commendation to the Emperor, and acknowledges the Duke's favorable reception of the Mechanica.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980914002/,letters/brahe-t_15980914002.html
brahe-t_15980925001,1598-09-25,day,unmarked,letter,from,Tycho Brahe,Holger Rosenkrantz,Wandsbek,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,113,116,copies-only,1,A,yes,no,no,Reports that the long-promised wagon has reached Oldesloe but the delay had forced him to buy a replacement at Hamburg for fifty joachimsthalers three days before.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15980925001/,letters/brahe-t_15980925001.html
brahe-t_15981007001,1598-10-07,day,os,letter,to,David Chytraeus,Tycho Brahe,Rostock,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,115,117,copies-only,2,A,yes,no,no,"Thanks Tycho for his letter, which Chytraeus regards as a singular honour, and praises Tycho's gracious acknowledgment of the University of Rostock's welcome.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15981007001/,letters/brahe-t_15981007001.html
brahe-t_15981108001,1598-11-08,day,os,letter,from,Tycho Brahe,Ferdinando I de' Medici,Dresden,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,117,119,unmarked-only,1,A,yes,no,no,"Commends a former household student traveling to Italy and sends two bound books for the Grand Duke, seconding a recommendation already given by Heinrich Rantzau.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15981108001/,letters/brahe-t_15981108001.html
brahe-t_15981112001,1598-11-12,day,ns,letter,to,Johann Georg Gödelmann,Tycho Brahe,Prague,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,117,118,copies-only,1,A,yes,no,no,"Reports that the Emperor desires Tycho's presence but has not settled a court residence due to the plague, and advises waiting for Rudolf's final arrangement.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15981112001/,letters/brahe-t_15981112001.html
brahe-t_15981128001,1598-11-28,day,os,letter,from,Tycho Brahe,Giovanni Antonio Magini,Dresden,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,119,125,unmarked-only,1,A,yes,no,yes,"Acknowledges, five years after receipt, Magini's Tabula Tetragonica (dedicated to him) and notes his approval while observing that the calculations are not fully worked through.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15981128001/,letters/brahe-t_15981128001.html
brahe-t_15981201001,1598-12-01,day,ns,letter,to,Thaddaeus Hagecius,Tycho Brahe,Prague,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,118,120,unmarked-only,1,A,yes,no,yes,"Forwards a note from Coraduz bearing the Emperor's resolution, received just before Hagecius's departure, and adds nothing further beyond this dispatch.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15981201001/,letters/brahe-t_15981201001.html
brahe-t_15981205001,1598-12-05,day,unmarked,letter,from,Tycho Brahe,Holger Rosenkrantz,Wittenberg,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,124,126,copies-only,1,A,yes,no,no,"Reports his journey from Wandsbek toward Prague, with stops at Magdeburg and Dresden while awaiting the Emperor's reply, and announces his son Tycho's departure.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15981205001/,letters/brahe-t_15981205001.html
brahe-t_15981205002,1598-12-05,day,unmarked,letter,from,Tycho Brahe,Niels Krag,Wittenberg,Latin,Latin / Danish,exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,126,131,copies-only,1,A,yes,no,no,"Reports receiving Krag's October letter and wonders why Holger retained earlier letters meant for Krag, urging Krag to answer promptly and explain what was done with those letters.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15981205002/,letters/brahe-t_15981205002.html
brahe-t_15981230001,1598-12-30,day,os,letter,from,Tycho Brahe,Anders Sørensen Vedel,Wittenberg,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,130,133,copies-only,1,A,yes,no,yes,"Recounts the journey from Wandsbek toward Prague, halted at Dresden when plague in Bohemia worsened and the Emperor withdrew, having been summoned through Coraduz and Hagecius.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15981230001/,letters/brahe-t_15981230001.html
brahe-t_15981231001,1598-12-31,day,os,letter,from,Tycho Brahe,Christen Sørensen Longomontanus,Wittenberg,Latin,Latin,exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,132,134,copies-only,1,A,yes,no,no,"Reports a Hamburg printer's corruption of the lunar-motion gatherings, plans to reprint them correctly at Wittenberg, and thanks Longomontanus for staying with his household at Wandsbek.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15981231001/,letters/brahe-t_15981231001.html
brahe-t_15981231002,1598-12-31,day,os,letter,from,Tycho Brahe,Holger Rosenkrantz,Wittenberg,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,133,135,copies-only,1,A,yes,no,no,"Reports wintering at Wittenberg because epidemic plague prevents travel to Bohemia, notes the Emperor is similarly displaced, and asks Rosenkrantz for news from Denmark.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15981231002/,letters/brahe-t_15981231002.html
brahe-t_15990000001,1599-00-00,year,unmarked,letter,to,Ferdinando I de' Medici,Tycho Brahe,Florence,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,155,156,unmarked-only,1,A,yes,no,no,"Thanks Tycho for two volumes sent as a gift, praises the work, and expresses willingness to receive the remaining volumes when opportunity allows.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990000001/,letters/brahe-t_15990000001.html
brahe-t_15990109001,1599-01-09,day,unmarked,letter,from,Tycho Brahe,Andreas Meier,Wittenberg,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,148,150,original,1,A,yes,no,no,"Informs Meier that his eldest daughter has borrowed two hundred thalers against interest, acknowledges the bond given in return, and reports delays in receiving funds from Denmark.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990109001/,letters/brahe-t_15990109001.html
brahe-t_15990110001,1599-01-10,day,os,letter,from,Tycho Brahe,"Andreas Meyer, Mecklenburg rent",Wittenberg,German,German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,149,150,original,1,A,yes,no,no,"A formal quittance acknowledging receipt of two hundred reichsthaler in advance interest from rent-master Andreas Meyer, signed and sealed at Wittenberg.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990110001/,letters/brahe-t_15990110001.html
brahe-t_15990111001,1599-01-11,day,os,letter,from,Tycho Brahe,Christen Sørensen Longomontanus,Wittenberg,Latin,Latin,exile,Dänische Bibliothek (Copenhagen 1738–47),VIII,135,136,copies-only,1,A,yes,no,no,"Urges Longomontanus to travel to Wittenberg, offers travel funds, and proposes either the Imperial Mathematician post at Prague or an academic position at Wittenberg.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990111001/,letters/brahe-t_15990111001.html
brahe-t_15990127001,1599-01-27,day,ns,letter,to,Rudolf Coraduz (Corraducius),Tycho Brahe,Prague,Latin,Latin / German,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,135,137,copies-only,1,A,yes,no,no,Transmits the Emperor's command summoning Tycho immediately to Prague and expresses personal eagerness to meet him in person.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990127001/,letters/brahe-t_15990127001.html
brahe-t_15990128001,1599-01-28,day,unmarked,letter,to,Hartwig von Dassel,Tycho Brahe,Lüneburg,Latin,Latin / Greek,exile,"Dassel, Poematum libri IV, with the Epistolarum familiarium liber (1596)",VIII,133,141,none,0,A,yes,no,no,"Laments the moral corruption and religious disorder of the age, citing Virgil on irreversible decline, before the text breaks off; little substantive content beyond this preserved.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990128001/,letters/brahe-t_15990128001.html
brahe-t_15990200001,1599-02-00,month,unmarked,letter,to,Johannes Kepler,Tycho Brahe,Graz,Latin,Latin,exile,"Hansch, Epistolae ad Ioannem Keplerum scriptae (Leipzig 1718)",VIII,140,214,none,0,A,yes,no,yes,"Explains the ten-month delay receiving Tycho's reply via Maestlin, acknowledges most excerpted words in his Ursus letters as his own, but sees no proven crime in their publication.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990200001/,letters/brahe-t_15990200001.html
brahe-t_15990226001,1599-02-26,day,ns,letter,from,Tycho Brahe,Thaddaeus Hagecius,Wittenberg,Latin,Latin,exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,144,147,unmarked-only,1,A,yes,no,yes,"Reports the imperial summons to Prague via Coraduz, explains delay due to deep snow and horses sold at Leipzig, and plans to depart within fourteen days.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990226001/,letters/brahe-t_15990226001.html
brahe-t_15990302001,1599-03-02,day,os,letter,from,Tycho Brahe,Vitus Winshemius,Wittenberg,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,146,148,copies-only,1,A,yes,no,no,"Thanks Winsheim for letters, apologizes for delayed replies, and confirms his son has already informed him of the imperial summons to Prague via Coraduz.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990302001/,letters/brahe-t_15990302001.html
brahe-t_15990307001,1599-03-07,day,os,letter,to,Holger Rosenkrantz,Tycho Brahe,,Latin,Latin,exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,147,149,copies-only,1,A,yes,no,no,"Advises Tycho to surrender Hven to the King tactfully by letter, keeping his instruments, and not to seek restitution of expenses; text is heavily lacunose throughout.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990307001/,letters/brahe-t_15990307001.html
brahe-t_15990320001,1599-03-20,day,os,letter,third,Patrick Gordon,Jon Jacobsen Venusinus,Helsingør,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,150,151,copies-only,1,A,yes,no,no,"Reports John Craig's disparagement of Tycho as arrogant, his grievance over Tycho's complaint to the King of Scotland, and his dismissal of Tycho's published letters against him.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990320001/,letters/brahe-t_15990320001.html
brahe-t_15990321001,1599-03-21,day,os,letter,from,Tycho Brahe,Christen Sørensen Longomontanus,Wittenberg,Latin,Latin,exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,147,151,copies-only,1,A,yes,no,no,"Encourages Longomontanus's refutation of the Scottish Capnurania and directs him to the second book on the 1577 comet, particularly the Noltius section, for parallax arguments.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990321001/,letters/brahe-t_15990321001.html
brahe-t_15990417001,1599-04-17,day,os,letter,from,Tycho Brahe,Joseph Justus Scaliger,Wittenberg,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,150,153,copies-only,3,A,yes,no,yes,"Thanks Scaliger for two books sent as gifts and for excerpting, in his own hand, the key passages from Hipparchus and Ptolemy on the fixed stars.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990417001/,letters/brahe-t_15990417001.html
brahe-t_15990501001,1599-05-01,day,os,letter,to,Jacques Bongars,Tycho Brahe,Frankfurt am Main,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,152,153,unmarked-only,1,A,yes,no,no,"Reports non-receipt of earlier letters and no contact with Tengnagel, asks Tycho to repeat what was entrusted, and directs future correspondence via a Prague bookseller.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990501001/,letters/brahe-t_15990501001.html
brahe-t_15990507001,1599-05-07,day,os,letter,from,Tycho Brahe,Holger Rosenkrantz,Wittenberg,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,153,156,copies-only,1,A,yes,no,no,Acknowledges Rosenkrantz's letter on the vernal equinox and relays Vice-Chancellor Coraduz’s messages conveying the Emperor’s favour and the summons to Prague.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990507001/,letters/brahe-t_15990507001.html
brahe-t_15990723001,1599-07-23,day,ns,letter,to,Johann Georg Herwart von Hohenburg,Tycho Brahe,Munich,Latin,Latin,exile,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VIII,156,158,mixed,2,A,yes,no,yes,"Congratulates Tycho on his imperial summons to Prague, expresses confidence the Emperor will retain him there, and offers assistance with Tycho's studies.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990723001/,letters/brahe-t_15990723001.html
brahe-t_15990820001,1599-08-20,day,ns,letter,from,Tycho Brahe,Christen Sørensen Longomontanus,Brandýs nad Labem,Latin,Latin,exile,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VIII,158,259,copies-only,1,A,yes,no,no,"Reports Emperor Rudolf II's generous reception at Prague, his lodging in the Curtius house, and his preference to seek a more secluded residence outside the city.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15990820001/,letters/brahe-t_15990820001.html
