record_key,date_iso,date_raw,calendar,name_as_written,name_expanded,familia_id,viaf_id,standing,kind,reading,origin_or_destination,diary_text,source,page_1876,scan_page,page_basis,grade
d-1593-08-04-a,1593-08-04,4 Aug 1593,Julian,Legatus Joh. Ducis Holsatiæ; Alberto,"Legatus (envoy) of Duke Johann of Holstein, named Alberto",,,envoy,arrival,"The envoy of Duke Johann of Holstein, named Alberto, was present at Uraniborg",Holstein,"Legatus Joh. Ducis Holsatiæ hic fuit, cui nomen Alberto.",FRIIS1876,213,223,note located on the page,A
d-1593-09-23-a,1593-09-23,23 Sep 1593,Julian,D. G.; D. Sop.,Gellius Sascerides; Sophia Brahe,COR_GELLIUS_SASCERIDES,,family,departure,Gellius Sascerides and Sophia Brahe departed,,Abiit D. G. et D. Sop.,FRIIS1876,214,224,note located on the page,A
d-1593-10-03-a,1593-10-03,3 Oct 1593,Julian,D. Nicol. Krag; vxor,D. Nicolaus Krag with his wife,COR_NIELS_KRAG,,scholar,arrival,Nicolaus Krag arrived with his wife; he was a Danish physician and humanist scholar,,D. Nicol. Krag venit cum vxore.,FRIIS1876,215,225,note located on the page,A
d-1593-10-05-a,1593-10-05,5 Oct 1593,Julian,D. N.,D. Nicolaus (Krag),COR_NIELS_KRAG,,scholar,departure,Nicolaus Krag departed,,Abiit D. N.,FRIIS1876,215,225,note located on the page,A
d-1593-11-03-a,1593-11-03,3 Nov 1593,Julian,Gallus quidam,,,,unknown,arrival,An unnamed Frenchman arrived at Uraniborg,France,Venit Gallus quidam.,FRIIS1876,215,225,note located on the page,A
d-1593-11-06-a,1593-11-06,6 Nov 1593,Julian,Filius David Johannis H.,"Son of David Johannes H. (bishop's son from Norway; footnote identifies as Christopher, son of bishop of Oslo)",,,student,arrival,"Son of David Johannes H. arrived with his tutor from Rostock; footnote identifies him as Christopher, son of the bishop of Oslo",Rostock,Filius David Johannis H. venit cum suo præceptore Rostochio.,FRIIS1876,215,225,note located on the page,B
d-1594-01-12-a,1594-01-12,12 Jan 1594,Julian,D. Gellius,Gellius Sascerides,COR_GELLIUS_SASCERIDES,,scholar,arrival,Gellius Sascerides arrived at Uraniborg,,D. Gellius venit.,FRIIS1876,216,226,note located on the page,A
d-1594-02-15-a,1594-02-15,15 Feb 1594,Julian,Typographus,,,,unknown,arrival,A printer (typographus) arrived at Uraniborg; possibly connected with the Uranienborg printing press,,Venit Typographic.,FRIIS1876,217,227,note located on the page,B
d-1594-05-02-a,1594-05-02,2 May 1594,Julian,S. B.; D. G.,Sophia Brahe; Gellius Sascerides,COR_SOPHIE_BRAHE,50020436,family,arrival,Tycho returned from Copenhagen with Sophia Brahe and Gellius Sascerides,Copenhagen,Rediit D. Tycho Hafnia cum S. B. et D. G.,FRIIS1876,217,227,note located on the page,A
d-1594-06-25-a,1594-06-25,25 Jun 1594,Julian,Soph. B.,Sophia Brahe,COR_SOPHIE_BRAHE,50020436,family,arrival,Sophia Brahe arrived at Uraniborg,,Venit Soph. B.,FRIIS1876,218,228,note located on the page,A
d-1594-06-28-a,1594-06-28,28 Jun 1594,Julian,Soph. B.,Sophia Brahe,COR_SOPHIE_BRAHE,50020436,family,departure,Sophia Brahe departed,,Abiit Soph. B.,FRIIS1876,218,228,note located on the page,A
d-1594-07-04-a,1594-07-04,4 Jul 1594,Julian,Hans Lindenov; Tusannus Gallus,Hans Lindenow (Danish nobleman); Tusanus the Frenchman,,,nobility,arrival,"Tycho returned overnight with Hans Lindenow, Gellius Sascerides, and Tusanus the Frenchman",Helsingør,Per hanc noctem rediit D. T. cum Hans Lindenov et D. G. cum Tussano Gall.,FRIIS1876,218,228,note located on the page,A
d-1594-07-05-a,1594-07-05,5 Jul 1594,Julian,Johannes Lindenow,Johannes Lindenow,,,nobility,departure,Johannes Lindenow departed,,Abiit Johannes Lindenow.,FRIIS1876,219,229,note located on the page,A
d-1594-07-07-a,1594-07-07,7 Jul 1594,Julian,Tusannus; M. Nicolaus Harner,Tusanus (French visitor); Magister Nicolaus Harner,,,unknown,departure,Tusanus said farewell and departed for France together with Magister Nicolaus Harner,France,Valedic. Tusannus et abiit in Galliam cum M. Nicolao Harnero.,FRIIS1876,219,229,note located on the page,A
d-1594-07-16-a,1594-07-16,16 Jul 1594,Julian,duo Studiosi Virtemberg.,"Two students from Württemberg, one noble, one Magister",,,student,arrival,"Two Württemberg students arrived and departed the same day: one was noble, the other a Magister",Württemberg,"Venere duo Studiosi Virtemberg: unus eorum nobilis, alter vero M. abierunt.",FRIIS1876,219,229,note located on the page,A
d-1594-07-19-a,1594-07-19,19 Jul 1594,Julian,Isaac Peitersz pater Johan.,"Isaac Peitersz (father of Johannes Peitersz, Tycho's assistant)",,,unknown,arrival,"Isaac Peitersz, father of Johannes, arrived in the evening",,Venil Isaac Peitersz pater Johan: per vesperas.,FRIIS1876,220,230,note located on the page,A
d-1594-09-18-a,1594-09-18,18 Sep 1594,Julian,D. G.; Magnus Bart.,Gellius Sascerides; Magnus Bartholin (Danish physician-humanist),COR_GELLIUS_SASCERIDES,,scholar,arrival,Gellius Sascerides and Magnus Bartholin arrived from a wedding,,Venit D. G. Magnus Bart. a nupt. C.,FRIIS1876,224,234,note located on the page,A
d-1594-09-20-a,1594-09-20,20 Sep 1594,Julian,Ditløff Hoick,Ditloff Hoick,,,nobility,arrival,Ditloff Hoick arrived at Uraniborg,,Venil Ditløff Hoick.,FRIIS1876,224,234,note located on the page,A
d-1594-09-21-a,1594-09-21,21 Sep 1594,Julian,D. H.,Ditloff Hoick,,,nobility,departure,Ditloff Hoick departed the day after his arrival,,Abiit D. H.,FRIIS1876,224,234,note located on the page,A
d-1594-10-08-a,1594-10-08,8 Oct 1594,Julian,Johan. Coltzouius,Johannes Coltzov,,,unknown,arrival,Johannes Coltzov arrived at Uraniborg,,Venit Johan: Coltzouius.,FRIIS1876,225,235,note located on the page,A
d-1594-10-16-a,1594-10-16,16 Oct 1594,Julian,D. G.; Jehan. Worm.,"Gellius Sascerides; Johannes Worm (Danish physician, later antiquary)",COR_GELLIUS_SASCERIDES,,scholar,arrival,Gellius Sascerides and Johannes Worm arrived from Copenhagen,Copenhagen,Venit D. G. Jehan: Worm: Hafniæ.,FRIIS1876,225,235,note located on the page,A
d-1594-10-30-a,1594-10-30,30 Oct 1594,Julian,D. Joh. Wensosil,D. Johannes Wensøsil,,,unknown,arrival,D. Johannes Wensøsil arrived at Uraniborg,,Venit D. Joh. Wensosil.,FRIIS1876,226,236,note located on the page,A
d-1594-12-04-a,1594-12-04,4 Dec 1594,Julian,S. B.,Sophia Brahe,COR_SOPHIE_BRAHE,50020436,family,arrival,Tycho returned from Copenhagen with his sister Sophia Brahe,Copenhagen,Rediit T. B. cum sorore S. B.,FRIIS1876,228,238,note located on the page,A
d-1594-12-05-a,1594-12-05,5 Dec 1594,Julian,S. B.,Sophia Brahe,COR_SOPHIE_BRAHE,50020436,family,departure,Sophia Brahe departed the day after arriving,,Abiit S. B.,FRIIS1876,228,238,note located on the page,A
d-1595-06-22-a,1595-06-22,22 Jun 1595,Julian,T. B.,Tycho Brahe (returned from Jutland),TYCHO,49235888,staff,arrival,Tycho returned in the evening from Jutland,Jutland,Hac vesp. rediit T. B. fran Judtland.,FRIIS1876,236,246,note located on the page,A
d-1595-06-23-a,1595-06-23,23 Jun 1595,Julian,S. B.; D. Niels Krag; Jens Mule,"Sophia Brahe; D. Niels Krag; Jens Mule (Krag's brother-in-law, later physician in Odense)",COR_SOPHIE_BRAHE,50020436,family,arrival,"Sophia Brahe, D. Niels Krag, and Jens Mule arrived; footnote identifies Mule as Krag's brother-in-law",,Venit S. B. et D. Niels Krag cum Jens Mule.,FRIIS1876,236,246,note located on the page,A
d-1595-06-25-a,1595-06-25,25 Jun 1595,Julian,S. B.; D. N. K.; M. And. Foss; Petrus Jacobi,Sophia Brahe departed; D. Niels Krag departed; M. Anders Foss (Bishop of Bergen) and Petrus Jacobi arrived,COR_SOPHIE_BRAHE,,clergy,departure,Sophia Brahe and Niels Krag departed; M. Anders Foss bishop of Bergen and Petrus Jacobi arrived on the same day,,"Abierunt S. B. D. N. K. Venere M. And. Foss, episcop. Bergensis et Petrus Jacobi.",FRIIS1876,236,246,note located on the page,A
d-1595-08-08-a,1595-08-08,8 Aug 1595,Julian,duo nobiles studiosi,"Two noble students, one from Austria, one from Livonia",,,student,arrival,"Two noble students arrived: one from Austria, one from Livonia",,"Venere duo nobiles studiosi, unus ex Austria, alter Liffland:",FRIIS1876,238,248,note located on the page,A
d-1595-08-09-a,1595-08-09,9 Aug 1595,Julian,studiosi prædicti,The two noble students (Austrian and Livonian),,,student,departure,The two noble students departed the day after arrival,,Abiere studiosi prædicti.,FRIIS1876,238,248,note located on the page,A
d-1595-09-08-a,1595-09-08,8 Sep 1595,Julian,M. And. Foss,"Magister Anders Foss, Bishop of Bergen",,,clergy,arrival,Tycho returned from Copenhagen with boys (his sons) and Bishop Anders Foss of Bergen,Copenhagen,Rediit T. B. cum pueris Haf. et M. And. Foss.,FRIIS1876,239,249,note located on the page,A
d-1595-09-21-a,1595-09-21,21 Sep 1595,Julian,S. B.,Sophia Brahe,COR_SOPHIE_BRAHE,50020436,family,arrival,Sophia Brahe arrived at Uraniborg,,Venit S. B.,FRIIS1876,239,249,note located on the page,A
d-1595-09-22-a,1595-09-22,22 Sep 1595,Julian,S. B.,Sophia Brahe,COR_SOPHIE_BRAHE,50020436,family,departure,Sophia Brahe departed the day after her arrival,,Abiit S. B.,FRIIS1876,239,249,note located on the page,A
d-1595-10-15-a,1595-10-15,15 Oct 1595,Julian,Christ. Longomont.; Benedicht Tröcker; Chatharina; Marrine,"Christoph Longomontanus (Tycho's principal assistant); Benedikt Tröcker (printer Laurents Benedict, per footnote); Catharina; Marrine",LONGO,32099097,astronomer,arrival,"Longomontanus returned with Benedikt Tröcker (the printer Laurents Benedict), Catharina, and Marrine; footnote identifies Tröcker as the celebrated printer",,Rediit Christ. Longomont. cum eo Benedicht Tröcker et Chatharina cum Marrine.,FRIIS1876,240,250,note located on the page,A
d-1595-11-07-a,1595-11-07,7 Nov 1595,Julian,Axil Gyldenstiers,Axel Gyldenstierne,COR_AXEL_GYLDENSTIERNE,,nobility,arrival,Axel Gyldenstierne arrived at Uraniborg,,Axil Gyldenstiers.,FRIIS1876,241,251,note located on the page,A
d-1595-11-10-a,1595-11-10,10 Nov 1595,Julian,Axillus,Axel Gyldenstierne,COR_AXEL_GYLDENSTIERNE,,nobility,departure,Axel Gyldenstierne departed,,Abiit Axillus.,FRIIS1876,241,251,day's entry on the page,A
d-1595-11-27-a,1595-11-27,27 Nov 1595,Julian,Sophia Brade,Sophia Brahe,COR_SOPHIE_BRAHE,50020436,family,arrival,Sophia Brahe arrived at Uraniborg,,Venit Sophia Brade.,FRIIS1876,241,251,note located on the page,A
d-1595-11-29-a,1595-11-29,29 Nov 1595,Julian,D. Nicolaus Kragius; frater; Magister Jonas; Magnus Barth.; Magist. Nicolaus Hammer,D. Nicolaus Krag; his brother; Magister Jonas (Jacobsen Venusinus per footnote); Magnus Bartholin; Magister Nicolaus Hammer (Hemmingsen's grandson per footnote),COR_NIELS_KRAG,,scholar,arrival,Invited guests arrived for the upcoming wedding of Johannes and Martin the sexton,,"Venerunt vocati ad nuptias D. Nicolaus Kragius ejus frater cum Magistro Jona Magno Barth, et Magist. Nicolao Hammer.",FRIIS1876,241,251,note located on the page,A
d-1595-11-30-a,1595-11-30,30 Nov 1595,Julian,,,,,,event,Wedding of D. Johannes and Martin the church sexton at Uraniborg,,Nuptiæ D. Joannis et Martini æditui.,FRIIS1876,241,251,note located on the page,A
d-1595-12-03-a,1595-12-03,3 Dec 1595,Julian,M. Jonas,"Magister Jonas (Jacobsen Venusinus, per footnote)",COR_JON_JACOBSEN_VENUSINUS,,scholar,departure,Master Jonas departed in the morning,,Discessit M. Jonas mane.,FRIIS1876,242,252,note located on the page,A
d-1595-12-04-a,1595-12-04,4 Dec 1595,Julian,Sophia Braa; Mag. Nicolaus Hammer,Sophia Brahe; Magister Nicolaus Hammer,COR_SOPHIE_BRAHE,50020436,family,departure,Sophia Brahe and Magister Nicolaus Hammer departed,,Discessit Sophia Braa et Mag. Nicolaus Hammer.,FRIIS1876,242,252,note located on the page,A
d-1596-02-06-a,1596-02-06,6 Feb 1596,Julian,Storchelmannus,Hans Stockelmann (printer or bookseller; identified in footnote),,,merchant,arrival,"Hans Stockelmann, printer or bookseller, arrived in the evening; identified in footnote",,Venit sub vesperam Storchelmannus.,FRIIS1876,244,254,note located on the page,A
d-1596-03-16-a,1596-03-16,16 Mar 1596,Julian,quidam tritorum,,,,staff,death,One of the grain-grinders killed himself at Uraniborg,,Interfecit seipse quidam tritorum.,FRIIS1876,246,256,note located on the page,A
d-1596-04-08-a,1596-04-08,8 Apr 1596,Julian,Børge Throlle,"Børge Trolle (of Trolholm, the later Holsteinborg; identified in footnote)",,,nobility,arrival,Børge Trolle arrived at Uraniborg; footnote identifies him as Børge Trolle of Trolholm,,Børge Throlle.,FRIIS1876,247,257,note located on the page,A
d-1596-04-09-a,1596-04-09,9 Apr 1596,Julian,Børge Throlle,Børge Trolle,,,nobility,departure,Børge Trolle departed with Pergele and student Jacobus,,"Discessit Børge Trolle, Pergele cum Jacobo studioso.",FRIIS1876,247,257,note located on the page,A
d-1596-04-14-a,1596-04-14,14 Apr 1596,Julian,Isaacus Petri,"Isaac Peitersz (assistant at Uraniborg, son of Isaac Peitersz senior)",,,scholar,arrival,Returned from Copenhagen with Isaac Petri; note records that Christian conferred with Tycho about departure (from Hven),Copenhagen,"Hafnia redit cum Isaaco Petri, actum a Christierno cum Tychone de discessu.",FRIIS1876,247,257,note located on the page,A
d-1596-05-08-a,1596-05-08,8 May 1596,Julian,Elias Olai,Elias Olai (distinct from Elias Olsen Morsing who died in 1590),,,unknown,arrival,Elias Olai arrived at Uraniborg,,Elias Olai.,FRIIS1876,248,258,note located on the page,B
d-1596-05-12-a,1596-05-12,12 May 1596,Julian,Magister Andreas Foss; uxor; filia; licentiatus medicus Henricus,"Magister Anders Foss, Bishop of Bergen, with his wife and daughter; and a licensed physician named Henricus",,,clergy,arrival,"Bishop Anders Foss of Bergen arrived with his wife, daughter, and a licensed physician named Henricus",,Magister Andreas Foss cum uxore et filia et licentiato quodam medico Henrico nomine.,FRIIS1876,249,259,note located on the page,A
d-1596-05-14-a,1596-05-14,14 May 1596,Julian,Docter Jonas Medicus,"Doctor Jonas Medicus (possibly Jonas Carisius, per footnote)",,,scholar,arrival,Doctor Jonas Medicus arrived; footnote suggests possibly Jonas Carisius,,Docter Jonas Medicas.,FRIIS1876,249,259,note located on the page,B
d-1596-05-16-a,1596-05-16,16 May 1596,Julian,Magnus Gøe,Magnus Gøe,,,nobility,arrival,Magnus Gøe arrived at Uraniborg,,Magnus Gøe.,FRIIS1876,249,259,note located on the page,A
d-1596-05-17-a,1596-05-17,17 May 1596,Julian,Episcopus,Bishop Anders Foss of Bergen,,,clergy,departure,The bishop (Foss) departed after his stay,,Discessit episcopus.,FRIIS1876,249,259,note located on the page,A
d-1596-05-18-a,1596-05-18,18 May 1596,Julian,Magnus Gøe; studiosus Germanus ex Prussia,Magnus Gøe; an unnamed German student from Prussia,,,nobility,departure,Magnus Gøe and a German student from Prussia departed,,"Discessit Magnus Gøe, studiosus Germanus ex Prussia.",FRIIS1876,249,259,note located on the page,A
d-1596-05-24-a,1596-05-24,24 May 1596,Julian,Vilhelmus Batauius,Willem Janszoon Blaeu (Dutch cartographer and globe-maker; identified in Rettelser p. 249 citing Baudet 1871),BLAEU,59248003,scholar,departure,Willem Blaeu departed for Holland after spending the whole winter at Uraniborg; Rettelser confirms identity as Blaeu,Holland,Abiit domum in Hollandiam Vilhelmus Batauius cum per integram hyemem hic fuisset.,FRIIS1876,249,259,note located on the page,A
d-1596-06-20-a,1596-06-20,20 Jun 1596,Julian,Magister Christophorus Ceruinus; Johannes Paludanus,"Magister Christoph Cervinus (later Catholic priest in Tønsberg, per footnote); Johannes Paludanus",,,scholar,arrival,Magister Christopher Cervinus and Johannes Paludanus arrived; footnote notes Cervinus later became a Catholic,,Magister Christophorus Ceruinus. Johannes Paludanus.,FRIIS1876,251,261,note located on the page,A
d-1596-06-21-a,1596-06-21,21 Jun 1596,Julian,Petrus Jacobi,Petrus Jacobi,,,unknown,arrival,Petrus Jacobi arrived at Uraniborg,,Petrus Jacobi.,FRIIS1876,251,261,note located on the page,A
d-1596-06-26-a,1596-06-26,26 Jun 1596,Julian,Petrus Jacobi,Petrus Jacobi,,,unknown,departure,Petrus Jacobi departed,,Discessit Petrus Jacobi.,FRIIS1876,251,261,note located on the page,A
d-1596-06-30-a,1596-06-30,30 Jun 1596,Julian,Sophia Brahe; filius; Magistr. Olaus Brenderus,"Sophia Brahe; her son (Tage Thott?); Magister Olaus Brenderus (died abroad shortly after, per footnote)",COR_SOPHIE_BRAHE,50020436,family,arrival,Sophia Brahe arrived with her son and Magister Olaus Brenderus; footnote notes Brenderus died abroad some years later,,Sophia Brahe cum filio et Magist. Olao Brender.,FRIIS1876,252,262,note located on the page,A
d-1596-07-02-a,1596-07-02,2 Jul 1596,Julian,Sophia Brahe; reliqui,Sophia Brahe and the rest of her party,COR_SOPHIE_BRAHE,50020436,family,departure,Sophia Brahe and her party departed,,Discessit Sophia Brahe et reliqui.,FRIIS1876,252,262,note located on the page,A
d-1596-07-26-a,1596-07-26,26 Jul 1596,Julian,Magister Andreas Fossius; filius consulis Dantiscani,Magister Andreas Foss (Bishop of Bergen); the son of a Danzig (Gdańsk) councillor,,,clergy,arrival,Bishop Anders Foss and the son of a Danzig councillor arrived,Danzig,Magister Andreas Fossius et filius cujusdam consulis Dantiscani.,FRIIS1876,253,263,note located on the page,A
d-1596-08-05-a,1596-08-05,5 Aug 1596,Julian,Mathemat.-Astrologus senex a Ranzovio,An elderly mathematician-astrologer recommended by Heinrich Rantzau,,,scholar,arrival,"An elderly mathematician-astrologer arrived, recommended by Heinrich Rantzau",,Mathemat - Astrologus quidam senex commendatus a Ranzovio.,FRIIS1876,253,263,note located on the page,B
d-1596-08-15-a,1596-08-15,15 Aug 1596,Julian,studiosus Germanus a Landgravio; Joannes Danus,An unnamed German student recommended by the Landgrave of Hesse-Kassel; a Danish student named Joannes,,,student,arrival,"Tycho returned from Copenhagen with two students: one German recommended by the Landgrave, one Danish named Joannes",Copenhagen,"Rediit Tycho Hafnia, cum eo duo studiosi, alter Germanus commendatus a Landgravio, alter Danus, Joannes nomine.",FRIIS1876,254,264,note located on the page,A
d-1596-08-19-a,1596-08-19,19 Aug 1596,Julian,Sophia Brahe,Sophia Brahe,COR_SOPHIE_BRAHE,50020436,family,arrival,Sophia Brahe arrived by night at Uraniborg,,Sophia Brahe noctu venit.,FRIIS1876,254,264,note located on the page,A
d-1596-08-29-a,1596-08-29,29 Aug 1596,Julian,Rex Christianus IV,Christian IV of Denmark,CHR4,71427706,royalty,event,"Coronation of Christian IV recorded in the diary (event occurred in Copenhagen, not on Hven; Tycho and familia were in Copenhagen)",Copenhagen,Coronatur Rex Christianus IV.,FRIIS1876,255,265,note located on the page,A
d-1596-09-09-a,1596-09-09,9 Sep 1596,Julian,Mathematicus administratoris Brandenburgensis,Mathematician of the administrator of Brandenburg (identity unknown),,,scholar,arrival,The mathematician of the Brandenburg administrator arrived at Uraniborg after Tycho's return from Copenhagen,Brandenburg,Mathematicus administratoris Brandenburgensis.,FRIIS1876,255,265,note located on the page,B
d-1596-09-15-a,1596-09-15,15 Sep 1596,Julian,Robertus Scotus,"Robert (the Scot); identity uncertain, probably a Scottish student or assistant",,,scholar,arrival,"Tycho returned from Copenhagen with Robertus Scotus, a Scotsman",Copenhagen,Rediit Tycho Hafniam cum Roberto Scoto.,FRIIS1876,255,265,note located on the page,A
d-1596-09-21-a,1596-09-21,21 Sep 1596,Julian,Sophia Brade; filius,Sophia Brahe with her son,COR_SOPHIE_BRAHE,50020436,family,arrival,Sophia Brahe arrived with her son,,Sophia Brade cum filio.,FRIIS1876,255,265,note located on the page,A
d-1596-09-24-a,1596-09-24,24 Sep 1596,Julian,Tychonis soror,Sophia Brahe (Tycho's sister),COR_SOPHIE_BRAHE,50020436,family,departure,Tycho's sister Sophia Brahe departed,,Discessit Tychonis soror.,FRIIS1876,255,265,note located on the page,A
d-1596-10-25-a,1596-10-25,25 Oct 1596,Julian,Christiernus; Petrus Jacobi,Christiernus (Longomontanus?); Petrus Jacobi,,,scholar,arrival,Christiernus and Petrus Jacobi returned to Uraniborg,,Rediit Christiernus cum Petro Jacobi.,FRIIS1876,257,267,note located on the page,B
d-1596-11-13-a,1596-11-13,13 Nov 1596,Julian,studiosus Germanus Philippus nomine,An unnamed German student named Philip,,,student,arrival,Tycho returned with a German student named Philip,,"Rediit Tycho cum studioso quodam Germano, Philippo nomine.",FRIIS1876,258,268,day's entry on the page,A
d-1596-12-07-a,1596-12-07,7 Dec 1596,Julian,Eschyllus Bilde,Eschillus Bilde (Esger Bild),,,nobility,arrival,Eschillus Bilde arrived at Uraniborg,,Eschyllus Bilde.,FRIIS1876,258,268,note located on the page,A
d-1596-12-09-a,1596-12-09,9 Dec 1596,Julian,Eschyllus Bilde,Eschillus Bilde,,,nobility,departure,Eschillus Bilde departed,,Discessit Eschyllus Bilde.,FRIIS1876,259,269,note located on the page,A
d-1596-12-29-a,1596-12-29,29 Dec 1596,Julian,Slangendoph,"Slangendorph (staff member or visitor; footnote says Vinding, Regia Acad. Hafn. gives date 27 Dec)",,,unknown,death,Death of Slangendorph; footnote gives date as 27 December in other sources,,Mortuus est Slangendoph.,FRIIS1876,259,269,note located on the page,B
d-1597-01-07-a,1597-01-07,7 Jan 1597,Julian,Roberto,Robertus Scotus,,,scholar,departure,Tycho departed to Scania with Roberto (the Scot),Scania,Abiit Tycho in Scaniam cum Roberto.,FRIIS1876,260,270,note located on the page,A
d-1597-02-21-a,1597-02-21,21 Feb 1597,Julian,duo typographi,Two printers,,,unknown,arrival,Two printers arrived at Uraniborg; probably connected with the Uranienborg press,,Venerunt duo typographi.,FRIIS1876,262,272,note located on the page,A
d-1597-02-24-a,1597-02-24,24 Feb 1597,Julian,mercator Germanus Hafniensis,An unnamed German merchant from Copenhagen,,,merchant,arrival,Tycho returned from Copenhagen with a German merchant,Copenhagen,Rediit Tycho cum mercatore quodam Germano Hafniensi.,FRIIS1876,262,272,note located on the page,A
d-1597-03-18-a,1597-03-18,18 Mar 1597,Julian,R.,Robertus Scotus (probable),,,scholar,departure,R. (probably Robertus Scotus) departed to the king; Tycho also departed to Copenhagen on the same day; end of the regular Hven period approaching,Copenhagen,Abeunt R. ad Reg. — Abiit Tycho Hafniam.,FRIIS1876,263,273,note located on the page,B
d-1597-04-11-a,1597-04-11,11 Apr 1597,Julian,,,,,,event,First entry into the new Copenhagen museum (Tycho's familia has relocated from Hven; the Hven period has ended),Copenhagen,Primum ingressi sumus novum Musœum Hafniense.,FRIIS1876,263,273,note located on the page,A
d-1597-04-20-a,1597-04-20,20 Apr 1597,Julian,Steno; Axillus,"Steno; Axillus (Axel, probably Axel Gyldenstierne)",,,unknown,arrival,Steno and Axillus were with Tycho (at the new Copenhagen location),Copenhagen,Steno et Axillus apud Tychonem.,FRIIS1876,263,273,note located on the page,B
