row_key,volume,printed_page,year,body,kind,set_from,summary,archive_org
p-XII-137,XII,137,1591,Jupiter,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Iovis (1591, Apr 26 – May 5)",https://archive.org/details/operaomniaedidit12brahuoft/page/n165
p-XII-138,XII,138,1591,Mars,observation,GKS 313 folio; GKS 312 folio,Loca/Collectio Iovis + Observationes Martis (1591),https://archive.org/details/operaomniaedidit12brahuoft/page/n166
p-XII-139,XII,139,1591,Mars,observation,GKS 313 folio; GKS 312 folio,"Observationes Martis (1591, Jan 23 – Apr 29)",https://archive.org/details/operaomniaedidit12brahuoft/page/n167
p-XII-140,XII,140,1591,Mars,observation,GKS 313 folio; GKS 312 folio,"Loca Martis (1591, Apr 29 – May 14)",https://archive.org/details/operaomniaedidit12brahuoft/page/n168
p-XII-141,XII,141,1591,Mars,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Martis (1591, May 19–24)",https://archive.org/details/operaomniaedidit12brahuoft/page/n169
p-XII-142,XII,142,1591,Mars,observation,GKS 313 folio; GKS 312 folio,"Loca Martis (1591, May 24 – Jun 10)",https://archive.org/details/operaomniaedidit12brahuoft/page/n170
p-XII-143,XII,143,1591,Mars,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Martis (1591, Jun 10–12)",https://archive.org/details/operaomniaedidit12brahuoft/page/n171
p-XII-144,XII,144,1591,Mars,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Martis (1591, Jun 22 – Sep 26)",https://archive.org/details/operaomniaedidit12brahuoft/page/n172
p-XII-145,XII,145,1591,Mars,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Martis (1591, Sep 26 – Oct 2)",https://archive.org/details/operaomniaedidit12brahuoft/page/n173
p-XII-146,XII,146,1591,Mars,observation,GKS 313 folio; GKS 312 folio,"Loca Martis (1591, Oct 6 – Nov 16)",https://archive.org/details/operaomniaedidit12brahuoft/page/n174
p-XII-147,XII,147,1591,Mars,observation,GKS 313 folio; GKS 312 folio,Loca Martis + Padua (Magini/Sascerides) Mars observations transcription (1591),https://archive.org/details/operaomniaedidit12brahuoft/page/n175
p-XII-150,XII,150,1591,Sun,observation,GKS 313 folio; GKS 312 folio,Padua (Magini) Mars table + Calculus pro Marte ☍ cum medio Solis motu (1591),https://archive.org/details/operaomniaedidit12brahuoft/page/n178
p-XII-151,XII,151,1591,Mars,observation,GKS 313 folio; GKS 312 folio,Collectio apparentiarum Martis + opposition/elements (1591),https://archive.org/details/operaomniaedidit12brahuoft/page/n179
p-XII-153,XII,153,1591,Venus,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Veneris (1591, Apr 26, Sep 27–30)",https://archive.org/details/operaomniaedidit12brahuoft/page/n181
p-XII-154,XII,154,1591,Venus,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Veneris (1591, Sep 30 – Oct 16)",https://archive.org/details/operaomniaedidit12brahuoft/page/n182
p-XII-155,XII,155,1591,Venus,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Veneris (1591, Oct 16 – Nov 11)",https://archive.org/details/operaomniaedidit12brahuoft/page/n183
p-XII-156,XII,156,1591,Venus,observation,GKS 313 folio; GKS 312 folio,Collectio apparentiarum Veneris + Observationes Mercurii (1591),https://archive.org/details/operaomniaedidit12brahuoft/page/n184
p-XII-157,XII,157,1591,Mercury,observation,GKS 313 folio; GKS 312 folio,"Observationes Mercurii + refractio ☿ (1591, Feb 17–18)",https://archive.org/details/operaomniaedidit12brahuoft/page/n185
p-XII-158,XII,158,1591,Mercury,observation,GKS 313 folio; GKS 312 folio,"Observationes Mercurii + refractio (1591, Feb 18–19)",https://archive.org/details/operaomniaedidit12brahuoft/page/n186
p-XII-159,XII,159,1591,Mercury,observation,GKS 313 folio; GKS 312 folio,"Observationes Mercurii (1591, Feb 18–21)",https://archive.org/details/operaomniaedidit12brahuoft/page/n187
p-XII-161,XII,161,1591,Mercury,observation,GKS 313 folio; GKS 312 folio,"Loca Mercurii (1591, Feb 16–26)",https://archive.org/details/operaomniaedidit12brahuoft/page/n189
p-XII-167,XII,167,1591,Fixed stars,observation,GKS 313 folio; GKS 312 folio,"Observationes Stellarum Fixarum borealium (1591, Apr 3 & 14)",https://archive.org/details/operaomniaedidit12brahuoft/page/n195
p-XII-170,XII,170,1591,Fixed stars,observation,GKS 313 folio; GKS 312 folio,"Stellae fixae boreales (1591, Sep 19 – Oct 2)",https://archive.org/details/operaomniaedidit12brahuoft/page/n198
p-XII-171,XII,171,1591,Fixed stars,observation,GKS 313 folio; GKS 312 folio,"Stellae fixae boreales (1591, Oct 6–10)",https://archive.org/details/operaomniaedidit12brahuoft/page/n199
p-XII-173,XII,173,1591,Fixed stars,observation,GKS 313 folio; GKS 312 folio,"Stellae fixae boreales (1591, Nov 11 – Dec 5)",https://archive.org/details/operaomniaedidit12brahuoft/page/n201
p-XII-175,XII,175,1591,Fixed stars,observation,GKS 313 folio; GKS 312 folio,"Observationes Stellarum in Asterismis Austrinis in Zodiaco (1591, Jan 7–13)",https://archive.org/details/operaomniaedidit12brahuoft/page/n203
p-XII-178,XII,178,1591,Fixed stars,observation,GKS 313 folio; GKS 312 folio,"Stellae fixae austrinae (1591, Orion, Feb 4–7)",https://archive.org/details/operaomniaedidit12brahuoft/page/n206
p-XII-179,XII,179,1591,Fixed stars,observation,GKS 313 folio; GKS 312 folio,"Stellae fixae austrinae (1591, Feb 9: Cancer/Leo/Eridanus/Canis maior)",https://archive.org/details/operaomniaedidit12brahuoft/page/n207
p-XII-188,XII,188,1592,Sun,observation,GKS 313 folio; GKS 312 folio,"Observationes Solis (1592, Sep–Nov) + start of Observationes Lunae",https://archive.org/details/operaomniaedidit12brahuoft/page/n216
p-XII-191,XII,191,1592,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes Lunae (1592, Jan 28)",https://archive.org/details/operaomniaedidit12brahuoft/page/n219
p-XII-192,XII,192,1592,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Lunae (1592, Jan 28 – Feb 18)",https://archive.org/details/operaomniaedidit12brahuoft/page/n220
p-XII-193,XII,193,1592,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes Lunae (1592, Feb 18–22)",https://archive.org/details/operaomniaedidit12brahuoft/page/n221
p-XII-194,XII,194,1592,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Lunae (1592, Feb 22 + Apr 18)",https://archive.org/details/operaomniaedidit12brahuoft/page/n222
p-XII-200,XII,200,1592,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes Lunae (1592, Apr 18)",https://archive.org/details/operaomniaedidit12brahuoft/page/n228
p-XII-201,XII,201,1592,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes Lunae + Armillae/meridian declination analysis (1592, Apr 18)",https://archive.org/details/operaomniaedidit12brahuoft/page/n229
p-XII-205,XII,205,1592,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes Lunae + parallax (1592, Aug 18–21)",https://archive.org/details/operaomniaedidit12brahuoft/page/n233
p-XII-207,XII,207,1592,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/parallax Lunae (1592, Aug 25 – Sep 3)",https://archive.org/details/operaomniaedidit12brahuoft/page/n235
p-XII-208,XII,208,1584,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/parallax Lunae (1592, Sep 3–4) + 1584 ref",https://archive.org/details/operaomniaedidit12brahuoft/page/n238
p-XII-209,XII,209,1592,Moon,observation,GKS 313 folio; GKS 312 folio,"Loca/parallax Lunae (1592, Sep 3–4)",https://archive.org/details/operaomniaedidit12brahuoft/page/n239
p-XII-212,XII,212,1592,Saturn,observation,GKS 313 folio; GKS 312 folio,"Observationes Saturni (1592, Feb 3–20)",https://archive.org/details/operaomniaedidit12brahuoft/page/n242
p-XII-213,XII,213,1592,Saturn,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Saturni (1592, Dec 29)",https://archive.org/details/operaomniaedidit12brahuoft/page/n243
p-XII-214,XII,214,1592,Jupiter,observation,GKS 313 folio; GKS 312 folio,"Observationes Iovis (1592, Jan 30 – Feb 22)",https://archive.org/details/operaomniaedidit12brahuoft/page/n244
p-XII-215,XII,215,1592,Jupiter,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Iovis (1592, May 16–18)",https://archive.org/details/operaomniaedidit12brahuoft/page/n245
p-XII-216,XII,216,1592,Jupiter,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Iovis (1592, May 22–28)",https://archive.org/details/operaomniaedidit12brahuoft/page/n248
p-XII-217,XII,217,1592,Jupiter,observation,GKS 313 folio; GKS 312 folio,"Loca Iovis + Collectio φαινομένων Iovis (1592, May 28–31)",https://archive.org/details/operaomniaedidit12brahuoft/page/n249
p-XII-221,XII,221,1592,Mars,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Martis (1592, Feb 16–29)",https://archive.org/details/operaomniaedidit12brahuoft/page/n253
p-XII-222,XII,222,1592,Venus,observation,GKS 313 folio; GKS 312 folio,"Observationes Veneris (1592, Jan 30)",https://archive.org/details/operaomniaedidit12brahuoft/page/n254
p-XII-223,XII,223,1592,Venus,observation,GKS 313 folio; GKS 312 folio,"Observationes Veneris (1592, Feb 18–21)",https://archive.org/details/operaomniaedidit12brahuoft/page/n255
p-XII-224,XII,224,1592,Venus,observation,GKS 313 folio; GKS 312 folio,Loca Veneris + start of Observationes Mercurii (1592),https://archive.org/details/operaomniaedidit12brahuoft/page/n256
p-XII-225,XII,225,1592,Mercury,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Mercurii (1592, Feb 1–6)",https://archive.org/details/operaomniaedidit12brahuoft/page/n257
p-XII-231,XII,231,1592,Fixed stars,observation,,Catalogus stellarum: Aries ♈ + Taurus ♉ (1592 appendix),https://archive.org/details/operaomniaedidit12brahuoft/page/n263
p-XII-232,XII,232,,Fixed stars,observation,,"Catalogus stellarum: Taurus ♉ (Hyades, Aldebaran) cont.",https://archive.org/details/operaomniaedidit12brahuoft/page/n264
p-XII-233,XII,233,,Fixed stars,observation,,Catalogus stellarum: Taurus (Pleiades) + Gemini ♊,https://archive.org/details/operaomniaedidit12brahuoft/page/n265
p-XII-234,XII,234,,Fixed stars,observation,,Catalogus stellarum: Gemini ♊ cont.,https://archive.org/details/operaomniaedidit12brahuoft/page/n266
p-XII-235,XII,235,,Fixed stars,observation,,Catalogus stellarum: Cancer ♋ (Praesepe) + Leo ♌ (Regulus),https://archive.org/details/operaomniaedidit12brahuoft/page/n267
p-XII-236,XII,236,,Fixed stars,observation,,Catalogus stellarum: Leo ♌ (Denebola) cont. + Virgo ♍,https://archive.org/details/operaomniaedidit12brahuoft/page/n268
p-XII-237,XII,237,,Fixed stars,observation,,"Catalogus stellarum: Virgo ♍ (Spica, Vindemiator)",https://archive.org/details/operaomniaedidit12brahuoft/page/n269
p-XII-238,XII,238,,Fixed stars,observation,,Catalogus stellarum: Virgo end + Libra ♎ + Scorpius ♏,https://archive.org/details/operaomniaedidit12brahuoft/page/n270
p-XII-239,XII,239,,Fixed stars,observation,,Catalogus stellarum: Scorpius ♏ (Antares) + Sagittarius ♐ + Capricorn ♑,https://archive.org/details/operaomniaedidit12brahuoft/page/n271
p-XII-240,XII,240,,Fixed stars,observation,,Catalogus stellarum: Capricorn ♑ cont.,https://archive.org/details/operaomniaedidit12brahuoft/page/n272
p-XII-241,XII,241,,Fixed stars,observation,,Catalogus stellarum: Aquarius ♒,https://archive.org/details/operaomniaedidit12brahuoft/page/n273
p-XII-242,XII,242,,Fixed stars,observation,,Catalogus stellarum: Aquarius (Fomalhaut) cont. + Pisces ♓,https://archive.org/details/operaomniaedidit12brahuoft/page/n274
p-XII-243,XII,243,,Fixed stars,observation,,Catalogus stellarum: Pisces ♓ cont.,https://archive.org/details/operaomniaedidit12brahuoft/page/n275
p-XII-244,XII,244,,Fixed stars,observation,,Catalogus: Pisces end + Ursa Minor (Polaris) + Ursa Maior,https://archive.org/details/operaomniaedidit12brahuoft/page/n276
p-XII-245,XII,245,,Fixed stars,observation,,Catalogus stellarum: Ursa Maior cont. + Informes,https://archive.org/details/operaomniaedidit12brahuoft/page/n277
p-XII-246,XII,246,,Fixed stars,observation,,Catalogus stellarum: Draco,https://archive.org/details/operaomniaedidit12brahuoft/page/n278
p-XII-247,XII,247,,Fixed stars,observation,,Catalogus: Draco end + Cepheus + Bootes,https://archive.org/details/operaomniaedidit12brahuoft/page/n279
p-XII-248,XII,248,,Fixed stars,observation,,Catalogus: Bootes (Arcturus) + Informes + Corona Borealis,https://archive.org/details/operaomniaedidit12brahuoft/page/n280
p-XII-249,XII,249,,Fixed stars,observation,,Catalogus stellarum: Herculis,https://archive.org/details/operaomniaedidit12brahuoft/page/n281
p-XII-250,XII,250,,Fixed stars,observation,,Catalogus: Hercules end + Informis + Lyrae (Vega),https://archive.org/details/operaomniaedidit12brahuoft/page/n282
p-XII-251,XII,251,,Fixed stars,observation,,Catalogus stellarum: Lyra Informis + Cygnus (Deneb),https://archive.org/details/operaomniaedidit12brahuoft/page/n283
p-XII-252,XII,252,,Fixed stars,observation,,Catalogus stellarum: Persei (Algol),https://archive.org/details/operaomniaedidit12brahuoft/page/n284
p-XII-253,XII,253,,Fixed stars,observation,,Catalogus: Cepheus Informes + Auriga (Capella) + Ophiuchus,https://archive.org/details/operaomniaedidit12brahuoft/page/n285
p-XII-254,XII,254,,Fixed stars,observation,,Catalogus: Ophiuchus end + Serpens,https://archive.org/details/operaomniaedidit12brahuoft/page/n288
p-XII-255,XII,255,,Fixed stars,observation,,Catalogus: Serpens end + Sagitta + Aquila/Vultur (Altair),https://archive.org/details/operaomniaedidit12brahuoft/page/n289
p-XII-256,XII,256,,Fixed stars,observation,,Catalogus: Antinous + Delphinus + Equuleus,https://archive.org/details/operaomniaedidit12brahuoft/page/n290
p-XII-257,XII,257,,Fixed stars,observation,,Catalogus stellarum: Pegasi,https://archive.org/details/operaomniaedidit12brahuoft/page/n291
p-XII-258,XII,258,,Fixed stars,observation,,Catalogus: Andromeda + Triangulum + Cetus (first southern),https://archive.org/details/operaomniaedidit12brahuoft/page/n292
p-XII-259,XII,259,,Fixed stars,observation,,Catalogus stellarum: Cetus cont.,https://archive.org/details/operaomniaedidit12brahuoft/page/n293
p-XII-260,XII,260,,Fixed stars,observation,,"Catalogus stellarum: Orionis (Betelgeuse, Bellatrix)",https://archive.org/details/operaomniaedidit12brahuoft/page/n294
p-XII-261,XII,261,,Fixed stars,observation,,"Catalogus stellarum: Orion cont. (Belt, Rigel)",https://archive.org/details/operaomniaedidit12brahuoft/page/n295
p-XII-262,XII,262,,Fixed stars,observation,,Catalogus stellarum: Eridanus + Lepus,https://archive.org/details/operaomniaedidit12brahuoft/page/n296
p-XII-263,XII,263,,Fixed stars,observation,,Catalogus stellarum: Canis Maior (Sirius) + Canis Minor (Procyon) + Argo Navis,https://archive.org/details/operaomniaedidit12brahuoft/page/n297
p-XII-264,XII,264,,Fixed stars,observation,,Catalogus stellarum: Hydra (Alphard) + Crater,https://archive.org/details/operaomniaedidit12brahuoft/page/n298
p-XII-265,XII,265,,Fixed stars,observation,,Catalogus stellarum: Corvus + Coma Berenices (END of catalogue),https://archive.org/details/operaomniaedidit12brahuoft/page/n299
p-XII-271,XII,271,1593,Moon,observation,GKS 1828 kvart; GKS 313 folio,"Observationes Lunae (1593, Aug 24 & Sep 8)",https://archive.org/details/operaomniaedidit12brahuoft/page/n305
p-XII-272,XII,272,1593,Saturn,observation,GKS 1828 kvart; GKS 313 folio,"Observationes Saturni (1593, Jan 7–8)",https://archive.org/details/operaomniaedidit12brahuoft/page/n306
p-XII-274,XII,274,1593,Saturn,observation,GKS 1828 kvart; GKS 313 folio,"Observationes Saturni (1593, May 15 / Sep 1,8 / Oct 30)",https://archive.org/details/operaomniaedidit12brahuoft/page/n308
p-XII-275,XII,275,1593,Saturn,observation,GKS 1828 kvart; GKS 313 folio,"Observationes Saturni (1593, Nov 23 – Dec 30)",https://archive.org/details/operaomniaedidit12brahuoft/page/n309
p-XII-277,XII,277,1593,Jupiter,observation,GKS 1828 kvart; GKS 313 folio,"Observationes/Loca IOVIS (1593, June 25–29)",https://archive.org/details/operaomniaedidit12brahuoft/page/n311
p-XII-278,XII,278,1593,Jupiter,observation,GKS 1828 kvart; GKS 313 folio,"Observationes/Loca IOVIS (1593, July 2)",https://archive.org/details/operaomniaedidit12brahuoft/page/n312
p-XII-279,XII,279,1593,Jupiter,observation,GKS 1828 kvart; GKS 313 folio,"Loca Iovis + refraction/refracta/vera table (1593, June 25 – July 2)",https://archive.org/details/operaomniaedidit12brahuoft/page/n313
p-XII-281,XII,281,1593,Jupiter,observation,GKS 1828 kvart; GKS 313 folio,"Observationes Iovis (1593, Aug 30 – Nov 27)",https://archive.org/details/operaomniaedidit12brahuoft/page/n315
p-XII-282,XII,282,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes Martis (1593, June 13–29)",https://archive.org/details/operaomniaedidit12brahuoft/page/n316
p-XII-283,XII,283,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes/Loca Martis (1593, July 2 & 25)",https://archive.org/details/operaomniaedidit12brahuoft/page/n317
p-XII-284,XII,284,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes/Loca Martis (1593, July 31 & Aug 16)",https://archive.org/details/operaomniaedidit12brahuoft/page/n318
p-XII-286,XII,286,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes/Loca Martis (1593, Aug 21)",https://archive.org/details/operaomniaedidit12brahuoft/page/n320
p-XII-287,XII,287,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Loca Martis + Observationes (1593, Aug 21–22)",https://archive.org/details/operaomniaedidit12brahuoft/page/n321
p-XII-288,XII,288,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes Martis (1593, Aug 23 & 26 — opposition)",https://archive.org/details/operaomniaedidit12brahuoft/page/n322
p-XII-289,XII,289,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes/Loca Martis (1593, Aug 26 & 29 + Aug 22 reduction)",https://archive.org/details/operaomniaedidit12brahuoft/page/n323
p-XII-290,XII,290,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Loca Martis (1593, Aug 23/24/29 reductions)",https://archive.org/details/operaomniaedidit12brahuoft/page/n324
p-XII-291,XII,291,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,Mars acronychal opposition + Collectio φαινομένων (1593),https://archive.org/details/operaomniaedidit12brahuoft/page/n325
p-XII-292,XII,292,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes/Loca Martis (1593, Sep 20–26, second station)",https://archive.org/details/operaomniaedidit12brahuoft/page/n326
p-XII-293,XII,293,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes Martis (1593, Sep 28 – Oct 12)",https://archive.org/details/operaomniaedidit12brahuoft/page/n327
p-XII-294,XII,294,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes/Loca Martis (1593, Oct 29 – Nov 25)",https://archive.org/details/operaomniaedidit12brahuoft/page/n328
p-XII-295,XII,295,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes Martis (1593, Nov 26 – Dec 1)",https://archive.org/details/operaomniaedidit12brahuoft/page/n329
p-XII-296,XII,296,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes Martis (1593, Dec 7–10, parallax/semidiameter)",https://archive.org/details/operaomniaedidit12brahuoft/page/n330
p-XII-297,XII,297,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Loca Martis + Observationes (1593, Dec 10–18)",https://archive.org/details/operaomniaedidit12brahuoft/page/n331
p-XII-298,XII,298,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,"Observationes/Loca Martis (1593, Dec 18 & 23)",https://archive.org/details/operaomniaedidit12brahuoft/page/n332
p-XII-299,XII,299,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,Mars Dec 23 (end) + start of Observationes Veneris (1593),https://archive.org/details/operaomniaedidit12brahuoft/page/n333
p-XII-300,XII,300,1593,Venus,observation,GKS 1828 kvart; GKS 313 folio,"Observationes Veneris (1593, Apr 27 – Sep 8)",https://archive.org/details/operaomniaedidit12brahuoft/page/n334
p-XII-301,XII,301,1593,Venus,observation,GKS 1828 kvart; GKS 313 folio,"Observationes/Loca Veneris (1593, Sep 8/25, May 30, Nov 26/27)",https://archive.org/details/operaomniaedidit12brahuoft/page/n335
p-XII-305,XII,305,1593,,observation,GKS 1828 kvart; GKS 313 folio,Appendix 1593: Pro Marte latitudine extricanda circa acronychiam,https://archive.org/details/operaomniaedidit12brahuoft/page/n339
p-XII-306,XII,306,1593,,observation,GKS 1828 kvart; GKS 313 folio,Appendix 1593: Pro Marte latitudine extricanda (cont.),https://archive.org/details/operaomniaedidit12brahuoft/page/n340
p-XII-307,XII,307,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,Appendix 1593: Mars latitude (apogee/eccentricity testing),https://archive.org/details/operaomniaedidit12brahuoft/page/n341
p-XII-308,XII,308,1580,Mars,observation,GKS 1828 kvart; GKS 313 folio,Appendix 1593: Mars latitude (1580/1582/1587/1589 reductions),https://archive.org/details/operaomniaedidit12brahuoft/page/n342
p-XII-309,XII,309,1593,Mars,observation,GKS 1828 kvart; GKS 313 folio,Appendix 1593: Collectio omnium latitudinum Martis (END),https://archive.org/details/operaomniaedidit12brahuoft/page/n343
p-XII-314,XII,314,1594,Sun,observation,GKS 313 folio; GKS 312 folio,"Observationes Solis/Lunae (1594, Dec 22–27)",https://archive.org/details/operaomniaedidit12brahuoft/page/n350
p-XII-315,XII,315,1594,Sun,observation,GKS 313 folio; GKS 312 folio,"Observationes Solis (1594, Dec 27–31)",https://archive.org/details/operaomniaedidit12brahuoft/page/n351
p-XII-316,XII,316,1594,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes Lunae (1594, Feb 19 & Oct 18, pre-eclipse)",https://archive.org/details/operaomniaedidit12brahuoft/page/n352
p-XII-320,XII,320,1594,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Lunae (1594, Oct 18 reduction + Nov 13)",https://archive.org/details/operaomniaedidit12brahuoft/page/n356
p-XII-321,XII,321,1594,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Lunae (1594, Nov 17 full moon, Nov 18)",https://archive.org/details/operaomniaedidit12brahuoft/page/n357
p-XII-322,XII,322,1594,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Lunae (1594, Nov 18 reduction)",https://archive.org/details/operaomniaedidit12brahuoft/page/n358
p-XII-323,XII,323,1594,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Lunae (1594, Dec 9–11)",https://archive.org/details/operaomniaedidit12brahuoft/page/n359
p-XII-324,XII,324,1594,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Lunae (1594, Dec 11 end, Dec 14–15)",https://archive.org/details/operaomniaedidit12brahuoft/page/n360
p-XII-325,XII,325,1594,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Lunae (1594, Dec 15 end, Dec 20)",https://archive.org/details/operaomniaedidit12brahuoft/page/n361
p-XII-327,XII,327,1594,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Lunae (1594, Dec 21–23, Armillae calibration)",https://archive.org/details/operaomniaedidit12brahuoft/page/n363
p-XII-328,XII,328,1594,Moon,observation,GKS 313 folio; GKS 312 folio,"Loca Lunae (1594, Dec 21–22) + Dec 26 (equatorial Armillae)",https://archive.org/details/operaomniaedidit12brahuoft/page/n364
p-XII-329,XII,329,1594,Moon,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Lunae (1594, Dec 26–27)",https://archive.org/details/operaomniaedidit12brahuoft/page/n365
p-XII-330,XII,330,1594,Moon,observation,GKS 313 folio; GKS 312 folio,Observationes Lunae Dec 28 + Collectio φαινομένων lunarium (1594),https://archive.org/details/operaomniaedidit12brahuoft/page/n368
p-XII-331,XII,331,1594,Moon,observation,GKS 313 folio; GKS 312 folio,Lunar-section verdict + start of Observationes Saturni (1594),https://archive.org/details/operaomniaedidit12brahuoft/page/n369
p-XII-332,XII,332,1594,Saturn,observation,GKS 313 folio; GKS 312 folio,"Loca Saturni + Observationes (1594, Jan 18 opposition, Jan 23–27)",https://archive.org/details/operaomniaedidit12brahuoft/page/n370
p-XII-333,XII,333,1594,Saturn,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Saturni (1594, Jan 27 reduction)",https://archive.org/details/operaomniaedidit12brahuoft/page/n371
p-XII-334,XII,334,1594,Saturn,observation,GKS 313 folio; GKS 312 folio,"Observationes Saturni (1594, Feb 14 – Oct 19)",https://archive.org/details/operaomniaedidit12brahuoft/page/n372
p-XII-336,XII,336,1594,Saturn,observation,GKS 313 folio; GKS 312 folio,"Observationes/Loca Saturni (1594, Dec station)",https://archive.org/details/operaomniaedidit12brahuoft/page/n374
p-XII-337,XII,337,1594,Saturn,observation,GKS 313 folio; GKS 312 folio,Loca Saturni (Prutenic vs Alphonsine verdict) + Dec 11/16/20 (1594),https://archive.org/details/operaomniaedidit12brahuoft/page/n375
p-XII-338,XII,338,1594,Jupiter,observation,GKS 313 folio; GKS 312 folio,"Observationes Saturni end (Dec) + start of Observationes Iovis (1594, Jul)",https://archive.org/details/operaomniaedidit12brahuoft/page/n376
p-XII-339,XII,339,1594,Jupiter,observation,GKS 313 folio; GKS 312 folio,"Observationes Iovis (1594, Jul 31 – Aug 5, opposition)",https://archive.org/details/operaomniaedidit12brahuoft/page/n377
p-XII-340,XII,340,1594,Jupiter,observation,GKS 313 folio; GKS 312 folio,"Observationes/Phaenomena Iovis (1594, Aug 8 + Oct 4)",https://archive.org/details/operaomniaedidit12brahuoft/page/n378
p-XII-341,XII,341,1594,Jupiter,observation,GKS 313 folio; GKS 312 folio,Loca Iovis (Oct 20) + Nov 13/17 (1594),https://archive.org/details/operaomniaedidit12brahuoft/page/n379
p-XII-342,XII,342,1594,Jupiter,observation,GKS 313 folio; GKS 312 folio,"Observationes Iovis (1594, Nov 17 – Dec 9)",https://archive.org/details/operaomniaedidit12brahuoft/page/n380
p-XII-343,XII,343,1594,Jupiter,observation,GKS 313 folio; GKS 312 folio,"Observationes Iovis (1594, Dec 9–15, Zodiacal Armillae)",https://archive.org/details/operaomniaedidit12brahuoft/page/n381
p-XII-344,XII,344,1594,Jupiter,observation,GKS 313 folio; GKS 312 folio,"Observationes Iovis (1594, Dec 15–20, refraction method)",https://archive.org/details/operaomniaedidit12brahuoft/page/n384
p-XII-345,XII,345,1594,Venus,observation,GKS 313 folio; GKS 312 folio,"Observationes Iovis & Veneris (1594, Dec 22–28)",https://archive.org/details/operaomniaedidit12brahuoft/page/n385
p-XII-346,XII,346,1594,Mars,observation,GKS 313 folio; GKS 312 folio,"Observationes Iovis end (Dec 28/31) + start of Observationes Martis (1594, Jan 3)",https://archive.org/details/operaomniaedidit12brahuoft/page/n386
p-XII-349,XII,349,1594,Venus,observation,GKS 313 folio; GKS 312 folio,"Observationes Veneris (1594, Venus–Jupiter conj., Dec 9–10)",https://archive.org/details/operaomniaedidit12brahuoft/page/n389
p-XII-350,XII,350,1594,Venus,observation,GKS 313 folio; GKS 312 folio,"Observationes Veneris (1594, Dec 10–11, Venus–Jupiter)",https://archive.org/details/operaomniaedidit12brahuoft/page/n390
p-XII-351,XII,351,1594,Venus,observation,GKS 313 folio; GKS 312 folio,"Loca Veneris (1594, Dec 10/11/9) + Dec 15",https://archive.org/details/operaomniaedidit12brahuoft/page/n391
